2,5,3,13,16,7,18,4,15,1,6,8,14,11,10,9,17,19,12,20
1,2,3,4,7,8,10,12,9,5,6,17,18,11,13,15,14,19,20,16
1,2,5,7,3,8,10,17,18,14,13,11,15,9,20,4,6,16,19,12
1,5,2,10,6,16,9,4,7,3,8,18,19,11,12,15,17,20,14,13
10,2,5,6,11,12,20,9,8,7,1,4,19,3,13,14,15,16,17,18
4,6,9,19,15,20,11,1,2,5,7,12,10,3,14,13,16,17,18,8
3,7,10,4,8,9,5,6,19,13,12,16,2,11,15,14,17,18,20,1
12,8,1,13,4,20,6,11,14,15,16,18,9,7,19,2,3,5,17,10
1,2,3,4,5,6,7,9,16,14,19,12,17,15,11,8,10,20,13,18
3,1,2,7,18,19,20,8,11,12,13,14,16,10,15,4,5,6,9,17
1,2,3,4,8,9,16,18,6,7,17,19,12,20,5,13,10,11,14,15
1,4,2,6,10,11,12,13,16,14,15,17,20,7,3,19,5,18,8,9
2,7,4,3,13,12,17,9,11,8,16,19,15,1,14,10,6,5,20,18
5,10,11,12,19,2,3,4,7,1,6,8,13,16,17,14,15,9,18,20
1,2,9,14,17,18,19,20,13,15,16,3,11,8,10,6,4,5,7,12
1,2,3,4,9,17,5,10,7,8,14,19,11,12,13,15,16,6,18,20
9,1,2,3,4,8,10,14,16,13,15,11,20,12,17,18,19,5,6,7
20,5,11,9,15,17,4,16,13,19,12,10,1,7,3,18,6,8,2,14
3,13,8,11,17,9,19,10,6,7,12,14,1,2,4,5,15,16,18,20
13,12,4,17,18,11,19,6,1,5,3,16,14,20,2,15,9,10,7,8
2,4,1,3,9,6,13,8,20,19,5,7,10,11,12,17,18,14,15,16
1,2,3,4,7,8,9,13,16,18,14,12,10,11,5,6,15,19,20,17
1,2,3,5,6,7,8,10,11,12,13,15,17,20,9,14,16,18,19,4
1,2,4,3,8,5,6,7,9,13,14,11,12,15,10,16,17,20,18,19
1,2,4,6,8,16,20,13,5,7,19,10,11,12,14,15,17,18,9,3
1,2,3,4,5,6,10,12,13,16,17,18,19,20,14,15,9,7,11,8
13,12,20,11,14,9,18,17,7,19,1,2,3,8,6,16,5,15,4,10
10,6,11,12,1,2,3,4,5,7,8,9,13,14,15,16,17,18,19,20
1,2,3,5,4,6,7,11,12,17,15,9,10,13,19,16,14,8,18,20
12,20,1,13,18,2,16,19,10,14,8,17,3,4,5,11,9,6,7,15
1,2,3,4,5,7,11,16,17,8,12,14,18,9,10,19,15,13,20,6
1,3,2,4,5,6,7,8,9,17,13,20,12,19,10,11,18,16,14,15
1,2,3,4,5,12,18,13,17,14,19,7,6,11,9,20,8,10,15,16
1,2,4,5,6,11,18,19,15,12,10,7,8,16,13,14,20,9,3,17
13,2,1,7,3,8,10,11,6,18,19,4,9,20,14,15,16,5,12,17
3,18,19,11,4,20,15,17,1,2,6,14,5,16,12,13,7,8,10,9
10,9,1,3,13,14,11,18,15,4,16,20,6,5,7,19,17,2,12,8
2,3,1,7,5,8,9,10,11,13,12,16,17,20,6,14,15,18,19,4
1,3,5,2,4,6,11,12,9,19,13,17,18,14,15,20,7,8,10,16
11,15,16,14,12,10,13,17,18,5,1,2,8,9,19,6,3,4,20,7
2,1,7,11,15,12,13,18,6,9,4,19,5,20,16,17,10,3,8,14
14,1,20,15,10,11,12,3,4,5,19,18,9,16,2,13,6,7,8,17
1,2,4,3,5,6,8,9,10,13,14,15,18,11,7,12,16,17,19,20
3,15,9,1,6,7,5,10,11,2,4,12,13,17,18,19,20,8,14,16
1,2,4,7,15,16,17,8,9,13,5,10,3,6,11,12,14,18,19,20
1,2,3,7,10,11,12,18,19,20,4,9,13,14,15,17,5,6,8,16
1,4,6,2,5,3,7,8,9,10,13,16,17,14,12,19,15,11,20,18
1,3,19,2,4,8,9,10,17,5,6,7,11,14,15,12,13,20,18,16
1,2,3,4,5,12,13,9,8,11,14,10,7,15,18,19,6,16,17,20
2,1,9,16,8,15,14,10,3,5,13,6,4,11,12,18,7,19,20,17
1,2,3,4,6,7,13,5,8,9,10,11,20,12,14,15,16,17,18,19
6,18,1,17,14,13,2,7,10,8,20,19,12,16,4,15,5,11,9,3
1,9,10,12,19,20,11,18,17,13,14,15,16,2,3,4,5,6,7,8
17,11,5,2,12,16,14,9,6,1,3,18,13,10,20,7,15,8,19,4
2,10,3,1,5,8,9,16,7,6,19,12,11,18,15,13,14,4,20,17
18,16,5,20,6,7,13,9,3,2,8,4,1,11,14,17,12,15,19,10
7,6,15,19,1,16,17,8,12,10,20,2,3,4,5,18,14,9,11,13
1,3,2,5,4,9,6,7,8,13,17,11,10,14,15,12,16,18,20,19
1,2,3,8,5,4,6,7,13,17,14,11,12,20,15,10,18,19,9,16
1,6,4,14,15,7,5,8,2,3,10,16,17,18,12,19,20,9,11,13
1,2,3,4,5,6,7,8,9,11,14,15,16,17,18,10,12,13,19,20
2,5,3,4,10,11,7,8,17,1,6,12,9,19,20,15,18,16,13,14
1,2,6,3,13,11,20,16,17,19,12,18,4,14,5,7,9,10,8,15
1,2,12,13,14,4,6,19,16,7,18,11,10,17,5,3,15,8,9,20
1,2,3,4,5,7,10,15,9,18,17,6,8,11,12,14,16,19,20,13
11,12,4,10,17,7,5,1,18,19,20,6,13,2,3,14,15,9,8,16
6,5,1,2,3,4,13,14,15,16,17,18,19,20,10,11,7,8,9,12
