1,2,3,5,6,9,11,12,13,14,16,17,18,7,8,15,19,4,10,20
17,1,13,16,7,3,11,2,9,12,5,18,6,15,4,19,14,8,10,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,5,7,10,12,13,14,15,16,18,19,4,6,8,9,11,17,20
1,2,3,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,4,10
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,5,11,10,12,15,16,20,3,4,7,8,9,13,14,17,18,6,19
4,2,1,3,5,6,7,8,11,12,13,14,15,17,18,19,20,9,10,16
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,5,6,14,11,13,16,17,19,4,7,8,9,10,12,15,18,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
15,16,8,11,13,1,2,7,6,12,3,4,5,14,17,18,20,9,10,19
3,4,14,11,12,15,17,1,2,5,6,7,8,9,10,13,16,18,19,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
16,17,15,1,2,5,8,12,7,3,6,13,14,18,19,4,9,10,11,20
18,15,12,11,7,5,4,2,3,6,8,9,13,14,1,16,19,10,17,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,5,6,8,9,10,12,14,16,11,15,17,18,4,7,13,19,20
1,2,3,7,8,9,10,11,13,14,15,16,17,18,19,5,6,12,4,20
1,6,7,9,10,13,14,16,19,2,3,4,5,8,11,12,15,17,18,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3,5,6,16,10,11,14,2,7,12,13,15,18,19,4,8,9,17,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,4,5,11,13,14,15,16,17,18,19,20,6,7,8,9,10,12
11,14,1,2,3,4,5,6,7,8,9,10,12,13,15,16,17,18,19,20
2,5,10,11,13,15,1,4,6,8,9,12,14,16,17,18,19,3,7,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,4,5,6,7,8,11,12,13,14,15,16,17,18,9,10,19,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
19,1,5,7,14,13,10,2,12,11,3,9,15,17,4,16,6,18,8,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,4,7,6,14,11,13,5,15,19,10,12,18,9,17,8,16,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
12,2,6,1,3,7,13,14,15,16,17,18,19,4,5,8,9,10,11,20
1,2,3,7,8,9,10,11,12,15,16,17,19,20,4,5,6,13,14,18
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,4,7,8,9,11,13,15,16,19,6,17,18,5,10,12,14,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,6
19,1,12,9,16,18,2,14,11,17,5,3,6,7,13,4,15,8,10,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
