6,1,8,14,19,10,13,5,16,9,11,12,2,3,7,4,15,20,17,18
6,17,1,11,4,13,19,5,7,10,8,3,18,15,16,12,9,14,2,20
8,1,11,4,5,17,18,2,3,13,6,20,19,12,9,7,15,10,16,14
1,5,3,12,2,7,19,13,8,17,14,15,10,16,18,4,6,9,20,11
1,2,3,5,6,8,7,16,9,18,10,11,13,15,14,12,19,17,20,4
18,16,8,20,19,13,12,14,15,10,1,17,2,11,4,5,3,7,6,9
10,1,11,2,15,12,16,8,3,5,20,7,4,6,13,14,19,18,9,17
4,14,13,12,18,2,11,15,5,3,7,1,8,17,6,19,16,10,9,20
6,4,2,17,3,9,10,1,7,11,13,8,14,15,19,20,5,16,12,18
1,2,3,5,6,14,16,17,11,15,13,18,20,7,4,10,8,9,19,12
1,3,4,16,6,18,9,5,2,13,15,17,19,10,11,12,20,7,14,8
8,16,15,18,13,4,11,5,12,20,17,10,1,3,2,14,6,7,9,19
4,14,19,11,18,3,10,9,16,12,2,5,20,8,17,15,1,13,7,6
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,8,9,10,5,7,6,3,15,4,13,11,14,12,16,17,18,19,20
1,2,16,5,17,8,4,12,15,11,7,6,3,18,20,19,13,9,14,10
18,2,3,9,4,13,5,14,1,7,17,10,6,12,11,8,15,16,19,20
1,2,3,4,7,5,11,6,14,8,10,9,19,12,20,13,16,15,17,18
14,19,5,6,4,1,18,2,10,13,15,17,8,12,11,16,20,7,3,9
1,2,3,4,9,8,11,14,7,18,15,12,19,13,16,20,17,10,5,6
2,3,5,6,1,10,4,13,12,7,14,8,9,16,18,11,15,17,20,19
1,2,3,7,10,5,12,6,4,17,15,8,16,11,9,19,18,13,14,20
8,1,3,6,9,2,16,4,7,10,14,11,13,15,12,19,17,18,20,5
5,4,3,1,15,2,18,17,6,8,14,13,20,9,10,16,19,12,11,7
15,6,17,8,1,19,2,3,5,20,9,10,18,11,14,4,7,13,16,12
3,5,1,4,6,16,10,15,14,12,9,11,13,18,19,17,7,2,8,20
12,17,13,3,14,11,15,1,4,18,19,16,6,5,2,9,8,7,20,10
1,2,3,4,5,11,13,14,19,18,15,12,17,16,20,9,7,6,10,8
8,11,14,12,1,2,3,10,19,15,17,18,4,6,13,7,16,9,5,20
2,10,5,11,9,15,14,16,20,12,1,7,19,13,4,8,6,18,3,17
2,8,5,9,6,18,4,7,1,10,14,12,3,13,15,11,17,20,16,19
1,5,9,6,2,3,15,14,10,8,11,19,16,17,12,18,13,7,20,4
8,15,16,4,6,2,1,17,18,11,12,3,5,7,13,10,14,9,20,19
1,3,2,16,19,7,8,14,13,20,9,5,6,15,12,11,17,4,18,10
2,3,13,6,7,15,4,5,1,9,16,8,14,11,19,18,17,20,12,10
1,14,5,7,19,17,18,13,10,8,4,15,3,2,11,9,16,6,20,12
14,13,6,5,1,12,11,15,10,18,2,19,7,3,16,4,20,8,9,17
1,3,6,2,14,7,11,4,19,8,20,13,15,18,5,9,16,10,12,17
3,2,4,1,12,11,10,9,5,17,19,20,8,16,14,15,18,13,6,7
11,12,14,15,17,1,19,2,3,16,6,18,8,5,10,4,20,7,9,13
12,2,6,7,3,13,19,14,16,17,1,15,9,10,18,11,20,4,5,8
1,2,3,7,8,10,16,19,5,11,9,4,12,15,20,13,17,6,14,18
2,1,6,3,7,4,5,12,10,8,19,9,13,17,11,14,20,18,15,16
1,2,6,3,7,10,9,11,18,4,15,14,17,20,13,19,5,16,12,8
16,15,17,6,1,8,10,4,2,12,3,20,11,7,13,14,18,5,19,9
1,3,2,4,13,15,9,11,16,8,7,10,12,6,19,20,5,14,17,18
11,16,15,18,6,4,2,5,1,19,10,12,13,7,14,9,17,8,3,20
1,2,8,3,13,7,20,14,4,5,10,11,9,15,16,12,17,6,18,19
19,18,1,16,17,10,2,8,12,14,9,11,4,6,5,20,7,15,3,13
9,10,11,2,1,20,4,5,14,3,12,17,8,13,19,18,16,15,6,7
