1,16,3,10,20,15,11,2,4,19,17,13,14,18,7,12,8,9,5,6
2,7,12,1,9,13,4,10,8,11,15,6,3,18,19,20,16,17,5,14
11,7,5,9,15,10,16,1,19,20,14,18,17,12,2,4,3,6,8,13
1,5,4,6,15,8,10,12,18,14,17,2,7,16,20,11,3,9,13,19
1,3,4,5,13,17,10,12,16,8,15,2,6,14,7,11,9,18,20,19
1,2,4,5,10,12,11,15,13,19,3,6,8,9,14,16,18,7,17,20
1,3,5,6,15,18,2,14,20,7,13,17,4,9,19,10,16,8,11,12
4,3,13,8,9,12,6,14,20,15,1,2,10,11,17,7,16,5,18,19
16,17,8,10,5,6,7,9,3,11,1,2,4,13,15,18,12,20,19,14
1,7,16,14,12,11,13,18,20,3,4,5,6,9,2,15,17,8,10,19
9,10,13,14,11,15,16,20,1,8,4,12,18,5,7,17,3,6,2,19
1,4,7,6,13,12,15,3,2,5,20,8,14,16,11,19,18,9,10,17
5,14,2,1,6,11,12,7,10,4,13,9,15,17,18,19,20,8,16,3
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3,4,11,5,2,6,18,20,9,10,12,16,7,8,17,13,14,15,19
1,4,2,5,11,10,16,15,3,6,7,9,8,12,19,17,13,14,18,20
20,3,5,19,1,2,4,16,17,18,13,11,12,14,15,9,10,8,7,6
8,10,9,6,1,3,2,11,18,5,7,12,15,17,4,14,13,16,20,19
4,6,7,2,3,9,12,1,13,14,15,16,11,17,5,18,10,8,19,20
7,8,2,5,16,9,10,19,20,1,4,3,14,13,15,12,11,6,17,18
15,13,12,8,6,9,2,10,17,7,14,11,18,4,1,5,3,19,16,20
2,4,1,8,7,10,13,20,18,12,9,16,17,5,3,6,11,19,14,15
1,2,6,4,8,14,20,7,12,10,17,16,18,15,3,9,11,13,5,19
1,2,11,3,4,5,15,18,19,20,7,12,14,9,6,8,16,10,13,17
1,2,3,6,11,19,15,10,5,4,17,18,7,9,8,16,12,13,14,20
11,4,18,17,5,7,19,15,20,3,16,14,6,10,8,2,1,13,12,9
4,7,14,18,12,19,13,1,5,2,6,16,17,10,11,3,8,20,9,15
1,2,4,3,5,8,11,10,12,13,17,18,19,20,16,15,6,14,9,7
3,1,2,4,19,20,14,17,9,12,16,6,15,5,7,11,13,10,8,18
1,2,3,14,13,5,9,7,6,4,16,10,15,19,11,12,20,8,17,18
1,11,14,3,2,13,19,18,10,15,16,17,20,9,8,5,4,12,7,6
3,9,14,18,11,6,1,7,2,5,17,19,4,12,16,13,20,15,8,10
13,17,19,5,15,11,10,6,3,14,12,16,20,18,9,7,4,8,2,1
1,5,10,2,8,17,12,15,16,18,19,9,6,7,13,11,3,4,20,14
1,2,20,14,10,3,9,13,19,5,6,8,16,18,15,17,4,7,11,12
1,2,6,11,13,9,7,17,19,10,18,4,14,15,3,5,16,20,8,12
4,5,8,3,9,11,15,1,7,2,13,6,12,10,14,16,17,18,19,20
1,2,3,4,5,7,8,17,10,6,15,16,13,9,11,12,20,14,19,18
1,3,2,20,9,5,4,12,13,6,7,8,11,14,15,18,19,10,16,17
8,12,14,9,4,17,20,11,1,2,7,18,3,6,5,15,16,13,19,10
15,17,18,2,5,6,9,7,10,14,1,4,3,8,19,12,11,20,13,16
1,5,10,7,14,11,12,2,16,6,8,3,15,13,19,4,9,18,17,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
5,19,12,13,16,15,11,18,6,1,10,8,4,9,2,20,7,14,17,3
1,2,6,3,8,10,16,13,4,14,9,7,12,18,11,20,17,5,15,19
1,2,3,11,8,10,17,7,9,16,18,13,15,4,5,6,12,14,19,20
1,3,2,8,16,6,12,13,15,10,19,5,4,7,11,14,17,18,9,20
1,7,12,13,4,11,20,14,17,18,10,2,19,8,5,6,3,15,16,9
1,8,14,15,4,2,7,20,6,10,19,12,13,9,16,11,5,3,17,18
3,8,1,2,11,13,10,19,20,4,6,14,15,16,17,12,18,9,7,5
3,5,14,15,17,10,1,2,4,16,7,8,11,9,12,6,19,13,18,20
1,2,3,20,10,11,9,19,13,14,16,12,4,5,6,7,8,18,17,15
1,2,7,15,16,12,5,4,13,11,8,6,18,19,3,9,10,14,17,20
1,8,17,7,10,5,2,15,18,20,12,13,14,16,11,19,3,9,4,6
4,5,15,12,19,7,16,18,14,9,1,2,13,17,10,11,3,6,8,20
1,2,3,4,5,6,8,10,11,15,13,9,20,7,16,12,14,19,17,18
4,5,9,14,15,16,3,12,13,1,2,6,7,10,17,19,8,18,11,20
