1,16,3,15,14,11,10,2,8,12,7,18,13,19,6,4,5,9,17,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,4,5,7,9,10,11,14,15,16,19,3,6,8,12,13,17,18,20
1,5,6,15,12,8,10,18,2,3,11,13,14,7,16,17,4,9,19,20
1,3,13,10,8,5,12,16,17,2,4,14,15,7,6,11,18,19,9,20
1,4,5,3,2,8,9,13,14,15,12,6,11,7,16,19,18,10,20,17
1,2,3,5,6,11,12,13,14,15,18,19,7,8,9,10,16,17,4,20
1,2,3,4,6,8,9,12,13,14,15,17,7,11,16,18,19,5,10,20
1,2,3,5,6,7,8,9,11,12,13,15,16,17,18,19,20,4,10,14
1,11,16,13,6,3,9,7,12,2,5,8,14,15,17,18,19,4,10,20
1,6,11,13,16,18,3,4,7,9,10,12,14,15,2,5,8,17,19,20
1,7,13,12,4,2,3,6,5,11,15,16,19,18,9,10,14,8,17,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,11
1,2,3,4,5,6,7,8,9,11,12,13,15,16,18,20,10,14,17,19
1,4,5,9,11,15,16,7,8,2,6,12,13,14,17,19,3,18,10,20
19,3,5,6,1,2,4,7,8,9,10,11,12,13,14,15,16,17,18,20
1,2,3,4,5,6,8,9,10,11,12,14,15,16,17,18,19,20,7,13
12,6,3,1,2,9,15,16,13,7,11,14,18,5,10,8,19,20,4,17
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,4,5,9,13,14,17,6,8,15,11,12,18,3,7,10,16,19,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6,2,7,8,12,18,5,13,10,15,16,3,11,14,4,9,17,19,20
1,2,3,4,5,11,15,18,20,7,13,9,14,12,16,6,8,10,17,19
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,4,5,7,8,11,14,15,17,18,6,9,10,12,13,16,19,20
14,1,5,6,7,11,2,9,10,8,13,16,12,18,3,15,17,19,4,20
1,2,4,3,5,13,19,12,17,14,11,8,10,16,6,7,9,15,18,20
3,1,2,6,15,13,11,16,14,12,9,10,17,18,19,5,4,7,8,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,14,11,13,3,9,15,17,2,10,18,7,5,6,20,4,12,8,16,19
3,1,14,18,6,7,16,12,5,2,13,11,19,4,17,15,9,10,8,20
1,3,5,6,8,11,12,13,15,17,18,2,4,7,9,10,14,16,19,20
1,5,10,16,17,18,2,4,6,7,9,11,12,13,14,15,19,3,8,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,6,9,11,13,17,4,5,8,14,15,16,18,3,7,10,12,19,20
5,3,8,1,2,9,7,11,15,4,10,14,6,13,16,17,18,19,20,12
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
18,7,1,8,12,14,9,2,6,5,11,10,20,3,13,15,4,16,19,17
15,5,6,9,2,3,10,11,14,1,7,8,12,13,16,17,18,19,4,20
1,7,10,5,14,11,2,12,13,15,17,18,3,6,9,16,4,8,19,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
5,13,11,12,15,1,2,9,8,10,14,16,18,19,6,7,17,3,4,20
1,6,8,13,14,16,2,3,7,9,10,12,18,11,15,17,4,5,19,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,16,10,12,15,7,14,18,8,9,11,13,5,6,17,4,19,20
1,2,4,6,10,18,3,7,8,11,12,13,14,15,16,17,19,5,9,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,6,8,11,12,15,17,4,7,9,10,13,14,16,18,19,5,20
1,2,4,7,8,9,11,12,3,5,6,10,13,14,15,16,17,18,19,20
20,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,7,8,13,14,10,15,17,2,5,11,16,3,4,6,9,12,18,19,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,4,5,6,8,11,13,15,16,17,18,19,9,10,7,12,14,20
1,2,3,4,5,6,7,9,12,13,14,15,16,17,19,11,8,10,18,20
