1,16,2,10,12,15,19,3,17,9,20,6,11,4,13,14,5,8,7,18
12,7,2,19,18,9,13,4,10,11,6,3,15,1,16,17,5,8,20,14
1,9,2,5,7,4,10,15,16,19,20,18,17,14,6,3,12,11,13,8
1,5,4,6,15,12,10,13,16,2,18,17,8,14,20,9,19,3,11,7
1,13,17,16,4,3,10,15,8,5,12,14,6,2,7,19,18,20,11,9
1,2,4,5,10,11,15,12,3,19,8,9,14,6,16,13,7,18,17,20
1,2,5,6,15,18,20,3,7,14,19,17,13,4,8,9,10,11,12,16
1,4,3,6,13,12,8,9,15,14,2,10,7,11,16,20,17,5,18,19
7,6,5,8,10,16,17,3,9,11,13,1,4,15,18,2,14,19,20,12
17,11,16,18,13,15,7,12,1,4,6,9,5,3,2,10,19,14,20,8
9,10,4,16,20,12,7,5,18,8,1,3,17,6,19,13,14,11,15,2
1,7,4,6,2,16,13,8,14,5,12,3,11,15,20,19,18,17,9,10
6,1,2,5,9,14,13,15,4,10,7,11,12,17,18,19,20,8,16,3
12,14,13,11,10,9,8,7,6,5,4,3,2,19,20,16,15,17,1,18
1,11,3,2,5,4,6,18,9,13,14,7,15,17,16,8,20,12,10,19
1,2,4,5,3,6,7,8,9,10,11,12,15,16,17,19,14,13,18,20
5,10,11,12,13,14,15,9,8,19,16,17,18,4,7,2,1,3,20,6
5,10,8,9,6,4,12,18,7,11,1,2,3,17,15,14,16,13,19,20
12,4,6,7,3,2,9,13,11,16,1,14,17,15,5,8,10,19,20,18
8,7,5,16,9,10,11,17,18,19,20,1,2,3,4,6,12,13,14,15
6,13,15,14,10,8,9,2,17,7,12,16,19,18,1,4,3,5,11,20
1,4,10,7,8,13,14,15,12,18,20,9,6,19,11,16,17,2,3,5
8,15,10,12,20,6,19,16,17,18,13,9,7,4,5,14,1,2,3,11
1,11,18,15,4,3,19,20,2,5,7,6,12,9,14,8,16,17,10,13
1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,14
18,17,19,16,3,15,7,5,8,4,11,6,14,10,20,2,13,12,1,9
5,1,6,16,17,19,12,18,3,10,14,4,7,13,15,2,9,8,11,20
4,2,1,3,5,8,10,11,9,16,17,18,13,19,12,15,6,14,7,20
1,3,2,4,9,6,15,16,12,17,19,20,14,8,11,5,7,13,10,18
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,2,3,14,13,11,15,4,9,20,16,17,7,12,10,8,19,18,6,5
3,14,9,19,5,17,18,11,6,13,16,4,12,2,7,1,15,8,10,20
12,13,19,11,10,14,3,17,16,18,9,6,5,1,2,8,7,15,20,4
1,5,10,2,3,4,7,6,8,9,11,12,13,15,16,17,18,19,20,14
1,20,2,10,14,3,5,17,16,18,15,8,9,13,19,6,4,7,12,11
1,2,6,11,17,7,9,13,10,18,12,19,14,15,4,5,8,3,16,20
5,4,3,8,9,11,15,2,13,1,7,12,6,10,14,16,17,18,19,20
1,2,3,4,5,6,7,8,15,17,13,9,16,10,18,20,19,11,12,14
1,2,3,4,5,6,9,13,12,7,8,11,10,14,15,16,17,18,19,20
15,8,14,17,12,20,9,4,11,7,18,1,3,16,19,10,13,5,6,2
2,15,18,17,3,8,5,6,7,14,10,19,11,1,4,9,20,13,16,12
7,10,18,2,12,16,14,11,13,15,17,19,4,9,3,8,6,1,5,20
1,3,4,15,19,20,18,5,7,12,13,11,16,2,14,10,9,17,6,8
5,16,13,12,11,18,6,1,19,17,10,8,15,4,9,20,7,2,14,3
1,6,3,16,2,13,10,8,7,9,14,20,4,18,11,12,17,15,5,19
1,2,3,11,16,19,13,18,10,17,9,7,14,12,15,4,5,6,8,20
1,2,3,8,16,6,5,11,14,7,17,18,12,13,10,19,15,4,9,20
1,20,13,12,14,17,15,8,7,18,10,4,19,11,6,3,2,5,9,16
1,2,8,14,15,16,9,4,12,13,7,10,20,19,11,17,18,5,3,6
3,10,8,13,1,2,6,14,16,15,17,4,11,12,7,19,20,9,18,5
4,2,1,3,7,8,11,16,10,6,12,9,5,15,14,19,17,13,18,20
20,2,3,1,7,8,6,5,4,10,11,9,13,14,17,18,19,12,16,15
1,2,7,18,19,15,8,6,16,4,12,13,5,11,9,10,3,17,14,20
1,7,17,10,8,9,15,18,5,2,16,13,14,12,19,11,20,3,4,6
1,3,7,13,16,18,4,5,9,14,15,17,19,20,6,8,10,11,2,12
6,8,10,15,5,4,1,3,2,11,20,9,13,7,16,18,17,19,12,14
16,14,15,19,9,7,13,6,5,1,12,3,4,17,10,2,11,20,18,8
